State,Account Length,Area Code,Phone,Int'l Plan,VMail Plan,VMail Message,Day Calls,Eve Calls,Night Calls,Intl Calls,CustServ Calls
KY,104,415,330-5255,no,no,0,77,117,63,6,0
GA,93,408,413-5190,no,yes,21,105,128,90,2,4
VT,63,415,394-7447,no,no,0,102,114,118,4,4
OR,161,415,353-7096,no,no,0,70,122,126,5,0
TX,50,510,395-6002,no,no,0,94,104,124,8,3
MO,103,408,372-9816,no,yes,24,85,102,81,4,1
ND,84,415,400-7253,no,yes,33,106,101,108,18,1
MN,92,510,344-7470,no,no,0,105,118,105,4,1
NV,77,415,378-8572,no,no,0,112,111,82,1,1
NY,64,415,345-9140,yes,no,0,55,79,102,9,1
FL,159,415,340-5460,no,yes,15,102,146,137,9,1
KS,110,415,369-8024,yes,yes,27,103,74,106,2,1
NV,138,510,395-8595,no,no,0,117,128,115,4,3
NV,178,408,359-4587,no,no,0,150,62,126,3,1
SC,38,415,375-5439,no,yes,31,118,70,104,2,0
MI,50,415,361-3779,no,yes,35,97,101,101,2,2
MI,45,510,375-8934,no,yes,26,104,119,103,5,1
TN,70,510,395-4757,no,no,0,99,106,96,2,0
NY,147,510,421-7205,no,yes,33,107,110,87,6,3
NV,94,510,379-8805,no,no,0,108,95,97,5,1
IL,179,510,348-2150,no,no,0,101,99,103,5,0
MS,116,415,417-9128,no,no,0,91,95,76,3,2
ND,59,510,351-4226,no,no,0,80,99,105,3,0
NC,165,415,330-6630,no,no,0,109,94,91,3,0
MI,133,408,387-9137,no,no,0,138,117,103,4,2
TN,140,415,372-3987,no,no,0,84,121,94,4,1
VT,93,408,408-5183,no,yes,32,91,72,115,3,2
OK,52,510,412-9357,no,yes,38,88,97,86,3,0
DE,64,415,402-3599,no,yes,27,101,89,127,3,1
ND,12,510,379-5211,yes,no,0,117,126,110,4,2
OR,48,415,405-9217,no,no,0,92,85,113,4,2
NY,181,408,340-9200,no,no,0,91,58,95,7,1
MO,168,415,339-9026,no,yes,42,57,98,124,2,2
FL,155,415,343-4772,no,no,0,111,92,122,3,3
ND,105,510,345-2108,no,no,0,83,101,151,4,0
NY,11,415,401-4650,no,no,0,130,50,100,6,2
ND,182,415,400-3945,no,no,0,111,120,91,5,2
NY,104,415,338-3781,no,no,0,93,54,94,5,1
OH,102,415,342-6316,no,no,0,125,126,101,4,0
AL,122,415,336-5920,no,no,0,96,120,91,2,0
SC,41,415,332-1060,no,no,0,117,108,110,3,1
GA,132,415,418-3426,no,no,0,132,80,120,4,2
WY,76,415,408-6326,no,no,0,148,69,101,5,1
WV,13,415,334-6142,no,no,0,74,92,96,3,1
HI,115,415,336-6128,no,yes,33,72,157,138,3,2
WV,67,408,406-6708,no,no,0,91,69,71,12,1
LA,154,510,388-8670,no,no,0,99,97,89,5,0
AR,100,510,363-5853,no,no,0,87,88,117,8,2
AK,146,510,383-6544,yes,no,0,65,93,128,3,1
DC,148,415,378-2940,no,yes,11,129,88,99,1,1
AL,67,415,338-7683,no,yes,28,94,73,114,2,2
UT,161,510,329-2786,yes,no,0,106,105,129,1,1
KS,70,415,369-9465,no,no,0,114,113,122,0,1
MN,116,510,337-3769,no,no,0,82,95,130,5,0
VA,99,415,400-6257,no,yes,42,125,104,100,4,2
UT,87,415,411-6663,no,no,0,108,102,66,9,1
IN,87,510,384-3101,no,no,0,85,91,93,5,1
CT,70,408,339-5329,no,no,0,111,115,105,6,2
DE,131,408,388-9944,no,no,0,80,101,108,9,2
VT,119,510,403-1769,no,no,0,74,113,111,1,2
MO,119,408,390-1612,no,yes,32,77,126,102,2,3
RI,87,510,421-7214,yes,no,0,80,71,102,5,0
CA,112,415,338-6962,no,no,0,92,143,79,3,5
RI,75,415,333-9826,no,no,0,89,104,91,2,2
CT,150,510,411-8549,no,no,0,77,105,117,5,4
IN,161,510,381-9234,no,yes,38,112,102,112,6,0
FL,91,510,387-9855,yes,yes,24,112,128,133,3,0
KS,124,415,371-6990,no,no,0,104,77,104,8,3
NY,94,510,417-3046,yes,no,0,109,88,99,4,4
TX,217,408,385-7082,no,no,0,115,128,107,3,4
RI,158,510,365-5886,no,no,0,129,108,75,5,0
NV,102,415,373-5196,no,no,0,87,128,59,7,0
UT,85,510,327-6194,no,no,0,107,103,116,3,0
OK,79,510,381-4565,no,no,0,72,102,107,9,1
MN,139,510,357-9832,no,yes,25,112,70,84,10,2
NC,103,415,396-4845,no,no,0,118,69,112,2,0
OR,98,415,378-6772,yes,no,0,67,90,88,9,1
NH,78,408,353-4296,no,no,0,116,86,100,3,2
AK,50,408,362-8331,no,no,0,107,118,99,3,1
OR,161,415,362-4685,no,no,0,109,86,78,2,1
KS,67,408,383-1431,no,no,0,101,122,119,3,0
WV,86,415,332-2258,no,yes,38,158,119,103,4,1
GA,92,510,375-8304,no,no,0,125,76,97,6,0
NM,174,415,340-5580,no,no,0,72,124,116,3,1
OH,124,510,362-1490,no,no,0,97,99,104,3,1
ND,132,415,336-4281,no,yes,31,101,105,76,9,1
RI,190,415,361-1315,no,yes,26,71,88,103,3,1
HI,101,510,342-5906,no,no,0,127,104,116,2,1
WY,185,415,405-7904,yes,yes,30,114,106,105,3,2
NY,68,415,349-4762,no,yes,29,82,105,70,6,0
KS,117,510,385-3263,no,yes,25,140,69,112,4,0
LA,118,408,405-9496,no,no,0,97,89,97,6,1
PA,124,415,396-6775,no,no,0,119,143,115,5,0
NV,22,510,393-6475,no,no,0,108,88,115,4,1
MN,75,415,379-7779,no,no,0,92,142,96,9,1
PA,134,408,408-8650,no,no,0,122,155,107,9,1
MO,164,408,400-3497,no,yes,25,88,99,60,6,1
NY,44,510,407-9244,no,no,0,77,114,77,4,1
ME,177,415,406-8809,no,no,0,106,97,77,7,2
NH,110,408,358-1778,no,no,0,81,89,99,8,0
WY,53,415,337-4339,no,yes,27,119,96,64,7,1
NY,108,415,344-7197,no,no,0,123,86,75,4,4
ME,80,408,333-7631,no,no,0,113,95,123,8,0
MN,158,408,372-6623,no,no,0,112,82,93,3,1
OH,114,415,363-2602,no,no,0,88,78,118,0,0
NC,64,408,387-7757,no,yes,19,150,123,67,2,1
SD,88,415,397-5381,no,no,0,115,85,65,1,3
UT,82,510,406-4604,yes,no,0,101,87,86,6,3
KY,111,415,376-9513,no,no,0,97,129,84,5,3
MT,60,408,360-1852,no,no,0,97,121,100,4,2
NJ,113,408,421-7270,no,no,0,72,107,123,6,3
FL,109,408,371-9482,no,no,0,115,142,106,4,1
IN,105,510,337-4101,no,yes,42,79,97,77,2,0
DE,85,510,420-2796,no,no,0,100,88,131,4,2
AL,131,510,366-4225,no,no,0,86,81,83,3,0
ME,59,510,398-4567,no,no,0,95,87,108,3,2
SD,148,408,388-4571,no,no,0,87,96,104,13,1
VA,210,408,360-8666,no,no,0,121,71,67,8,2
AK,115,415,333-3704,no,no,0,105,109,74,8,0
ID,106,510,383-2566,no,no,0,120,82,62,3,1
RI,93,415,406-5584,no,no,0,78,129,114,4,1
KY,57,415,344-4691,no,yes,29,121,109,94,2,1
ND,98,510,347-9737,no,no,0,127,88,129,4,1
HI,157,415,333-7961,no,no,0,95,119,79,4,3
WI,116,415,364-2439,no,yes,35,104,89,100,4,1
WV,30,510,411-8043,no,no,0,96,122,89,4,2
NJ,111,510,332-5084,no,no,0,128,56,84,2,4
KS,52,415,413-4831,no,no,0,78,89,124,6,0
AL,72,415,343-4806,no,no,0,93,113,91,5,4
NJ,135,510,401-8735,no,yes,28,100,117,131,4,2
NC,86,510,391-8626,no,no,0,115,130,89,5,3
DE,98,415,327-5817,no,yes,29,97,89,76,7,3
WY,151,510,381-4712,no,no,0,104,91,116,2,3
ID,118,415,335-3320,no,no,0,112,60,155,1,0
NY,117,415,415-8780,no,no,0,115,66,113,9,2
MO,55,510,362-1146,no,no,0,100,99,87,6,0
ID,82,408,352-7413,no,no,0,93,104,93,2,0
IA,152,415,387-6716,no,no,0,98,82,121,4,1
TN,108,408,352-1127,no,yes,15,85,93,114,4,1
OH,98,408,368-1288,no,no,0,129,113,94,7,1
IL,130,415,403-5279,no,no,0,95,97,103,3,3
FL,136,408,397-9333,yes,no,0,122,114,105,7,1
MA,47,415,411-7353,no,no,0,116,85,73,4,3
OK,189,415,383-2537,no,no,0,106,123,120,5,3
KY,107,415,330-4419,no,no,0,79,124,138,6,1
MI,91,415,390-7930,no,no,0,165,121,81,4,5
NE,159,415,362-5111,no,no,0,105,147,106,5,1
VA,11,408,358-6796,no,yes,24,98,111,87,3,2
NY,167,415,409-7494,no,no,0,85,135,95,5,1
MT,111,408,400-1636,no,no,0,75,106,94,9,2
VT,99,408,389-2747,no,yes,19,103,86,112,4,2
KS,159,415,415-2176,no,yes,19,78,71,101,3,0
VA,114,415,377-8067,yes,yes,31,104,92,91,10,2
AL,71,415,362-7835,no,no,0,103,79,98,2,2
PA,122,415,361-5225,no,no,0,62,89,58,2,1
AL,100,408,333-3447,no,yes,25,94,112,109,5,1
WV,83,415,341-3044,no,yes,37,109,101,102,4,1
NV,64,408,350-7306,no,no,0,73,101,125,2,5
TN,105,408,353-8849,no,no,0,84,138,91,3,1
ID,144,415,402-3476,no,yes,33,87,118,97,3,2
WY,106,415,338-6018,yes,yes,26,111,90,133,7,1
TX,19,510,409-3520,no,yes,34,97,97,135,1,1
MA,46,408,357-1085,no,no,0,81,113,77,6,1
IL,127,510,353-3285,no,no,0,108,124,113,3,2
LA,9,415,409-9885,no,yes,39,108,115,117,3,1
CO,157,415,388-7701,no,no,0,74,96,81,6,1
UT,105,415,385-8184,no,no,0,71,83,114,4,6
MI,105,415,345-2863,no,yes,29,113,100,105,5,0
NH,155,408,353-6300,no,no,0,30,125,106,1,2
ID,31,415,389-5649,no,no,0,129,105,92,2,0
WA,161,415,378-8137,no,no,0,117,87,68,5,1
MN,95,408,340-4627,no,yes,32,123,82,57,5,0
NY,122,415,352-6833,no,no,0,110,84,103,7,3
MD,37,415,420-2000,yes,no,0,76,89,113,8,2
GA,132,415,368-5437,no,no,0,106,94,119,4,5
HI,119,408,418-8170,no,yes,24,94,52,85,4,0
AL,16,408,403-9417,no,no,0,89,85,102,4,1
CT,99,408,330-6165,no,no,0,105,101,117,5,1
CO,76,408,412-4185,no,yes,26,110,87,140,2,1
KS,167,415,409-4734,no,no,0,120,96,97,4,4
NJ,129,415,348-9828,no,no,0,117,129,100,7,1
FL,116,408,418-8850,no,no,0,123,113,102,5,1
CA,60,415,330-8351,yes,no,0,110,93,119,6,1
KS,128,415,347-7773,no,no,0,122,123,95,7,0
TX,47,408,392-6841,no,yes,28,70,106,105,2,0
MN,40,510,354-2189,yes,no,0,55,108,89,9,3
AK,173,510,349-9060,no,no,0,78,91,63,2,0
OR,157,510,334-1311,no,yes,30,107,108,114,5,1
MS,66,408,415-3120,no,yes,32,117,90,113,3,2
VT,50,415,387-5891,yes,yes,26,94,78,109,3,0
UT,72,415,368-8026,no,no,0,106,136,106,3,3
KS,130,510,332-9446,no,no,0,95,106,75,1,1
NV,143,408,393-5284,no,no,0,101,89,61,11,1
DE,89,510,376-1677,yes,no,0,108,90,108,5,1
IN,108,415,392-2268,no,no,0,104,92,57,2,0
TX,32,408,396-4311,no,no,0,88,132,102,3,1
MA,166,415,363-4005,no,no,0,81,110,124,5,2
VT,109,408,344-9966,no,no,0,113,122,88,5,1
CA,72,408,337-7377,no,yes,39,98,115,83,7,1
IA,134,415,373-7037,no,yes,32,78,111,83,2,0
NH,13,415,356-7580,no,no,0,89,90,104,2,4
GA,90,415,390-3401,no,no,0,108,63,124,4,3
WI,111,415,350-9313,no,yes,36,54,109,92,2,3
CO,101,408,420-9009,no,yes,23,101,80,100,14,1
SC,72,415,415-2641,no,no,0,92,110,124,4,0
MI,67,510,392-4929,no,yes,35,89,102,136,6,1
MD,172,408,346-5068,no,no,0,108,125,98,2,3
IN,154,510,389-2631,no,yes,32,82,134,74,1,2
ME,69,510,368-3808,no,no,0,122,81,80,3,2
DC,123,415,406-8599,no,no,0,92,102,104,7,3
TN,130,415,386-7456,no,yes,12,92,102,101,5,0
FL,142,415,357-4936,no,yes,26,94,126,109,9,2
WA,29,415,397-7411,no,no,0,122,75,92,2,1
HI,87,408,353-6218,no,yes,28,106,147,69,5,0
NE,149,415,369-5942,no,no,0,56,116,104,8,0
TN,146,408,416-8543,yes,no,0,63,112,98,3,2
MD,88,415,358-4576,yes,no,0,98,79,76,2,4
NM,119,415,352-5118,yes,yes,15,95,110,107,5,5
VT,48,510,408-2621,no,no,0,63,89,71,2,1
OR,135,415,353-3994,no,no,0,97,118,126,3,1
IN,100,510,367-4277,no,no,0,117,95,125,2,1
MO,98,415,354-3237,no,no,0,80,104,89,3,4
FL,75,510,394-8504,no,yes,26,86,118,99,3,2
DC,180,415,370-4139,no,yes,33,78,79,121,4,1
VT,100,415,382-6135,no,yes,25,90,92,157,4,1
OH,119,415,359-5718,no,yes,35,92,134,93,5,2
MO,86,415,385-3111,no,no,0,96,63,75,3,0
LA,155,408,353-4880,no,yes,39,106,101,90,7,1
IL,78,415,343-7019,yes,no,0,141,101,77,2,1
NJ,153,415,419-6133,no,no,0,90,121,108,3,1
IA,92,510,350-7344,no,yes,25,112,111,118,4,0
WA,13,510,397-6064,no,yes,25,65,96,128,5,2
NE,154,415,363-6896,no,no,0,93,119,121,3,3
CT,144,510,416-9021,yes,yes,35,127,93,90,3,0
WV,48,408,408-3269,no,no,0,67,108,110,2,1
ND,94,408,408-9463,no,no,0,85,114,94,1,1
UT,139,415,340-7062,no,no,0,132,86,128,8,1
MS,126,415,417-4309,no,no,0,102,99,100,4,1
MN,122,415,421-2659,no,no,0,88,109,119,3,2
NH,139,510,383-2017,no,no,0,140,89,89,6,1
LA,95,415,411-6294,no,no,0,84,108,127,6,3
ME,80,408,332-9525,no,yes,31,92,74,84,4,4
KS,131,415,401-5012,no,yes,28,87,138,92,3,3
KS,36,510,368-8835,no,no,0,83,103,119,5,1
NV,180,510,351-1382,no,no,0,96,64,118,5,2
MT,25,415,359-7694,no,no,0,98,109,100,5,2
MT,113,415,419-5505,no,no,0,93,85,123,5,3
ID,88,415,341-4570,no,yes,31,91,120,104,4,1
AK,120,415,366-6991,no,no,0,97,113,93,9,1
UT,74,415,377-7399,no,no,0,84,104,81,3,1
AR,109,510,377-9092,no,no,0,101,82,112,4,2
LA,162,510,373-6681,no,yes,33,139,78,106,6,0
KS,124,510,417-7736,no,yes,37,109,79,87,4,1
OR,177,408,393-2812,no,no,0,77,109,66,5,2
WI,91,510,398-3176,no,no,0,71,116,110,2,1
CO,105,408,334-8694,no,no,0,98,110,60,5,0
KS,24,510,369-5449,no,no,0,91,77,109,6,0
IL,48,510,380-5246,no,no,0,71,78,80,3,0
IA,86,408,390-3873,no,no,0,115,112,95,7,2
AZ,163,510,354-4568,no,no,0,56,79,84,2,4
NE,91,510,339-6968,no,no,0,109,142,73,4,0
ID,56,510,379-5933,no,no,0,79,87,115,5,3
OH,147,415,365-5682,yes,yes,24,118,116,111,4,3
TX,64,415,382-8518,no,no,0,116,94,98,3,2
TN,108,510,356-8449,no,yes,34,83,117,76,3,4
OK,159,510,333-3460,no,no,0,107,91,120,7,5
ND,136,510,375-8596,yes,no,0,90,104,82,10,3
MT,116,415,384-5907,no,yes,35,122,119,103,2,1
NC,45,408,373-2903,no,yes,38,92,108,85,2,1
MN,122,415,361-7702,no,no,0,120,128,127,5,2
MN,138,415,388-5850,no,no,0,83,97,102,3,5
MA,132,415,405-6298,no,no,0,66,108,94,5,1
PA,101,415,368-2074,yes,no,0,108,98,100,8,0
GA,58,510,328-5050,no,no,0,105,108,120,4,2
NV,81,415,395-5783,no,no,0,132,91,109,4,1
TX,87,415,420-7301,no,no,0,105,102,106,10,3
ME,116,510,328-2478,no,no,0,93,111,91,3,2
RI,85,415,381-2460,yes,no,0,97,115,133,4,4
MN,62,510,390-9811,no,yes,33,84,136,103,3,2
NH,90,415,373-5670,no,no,0,121,73,89,3,0
TN,98,415,351-7016,no,no,0,65,109,104,3,2
UT,73,415,394-9934,no,no,0,115,97,113,5,1
RI,107,510,422-8268,yes,no,0,83,84,93,7,2
NH,55,408,373-7690,no,yes,20,95,113,102,4,2
AK,76,415,366-9781,no,yes,22,107,136,102,4,3
NC,30,510,404-5427,no,no,0,76,112,134,4,3
AZ,157,415,389-9783,no,no,0,105,127,113,7,4
MA,40,408,351-7005,no,yes,31,69,81,104,5,1
TN,72,408,348-2009,no,no,0,79,103,80,4,1
WY,95,415,340-4236,no,yes,39,130,111,97,5,1
IA,42,415,348-1528,no,no,0,127,45,128,3,0
IN,86,415,365-5039,no,no,0,112,81,97,7,1
NJ,131,415,411-1810,no,no,0,115,102,96,7,0
FL,55,510,364-7644,no,yes,45,114,94,114,5,4
MT,74,415,335-9066,no,no,0,102,105,80,6,0
ND,81,408,362-7581,yes,yes,37,76,125,120,3,1
MI,81,408,346-1095,no,no,0,102,112,68,2,4
MT,28,415,357-9136,no,no,0,48,112,122,2,6
AL,111,510,390-7863,no,no,0,62,124,138,2,0
NV,3,510,344-2416,no,yes,27,116,78,93,2,2
MI,51,415,373-1448,no,no,0,129,104,128,1,1
FL,68,415,360-7076,no,yes,24,118,116,71,7,1
NY,163,408,413-2241,no,no,0,77,108,82,7,0
KS,87,510,343-3961,no,no,0,90,68,69,5,2
NC,58,510,375-4107,no,no,0,95,108,78,1,0
MN,109,408,414-7410,no,no,0,138,109,118,4,0
RI,111,415,351-2535,no,no,0,107,99,95,6,4
UT,144,415,416-9615,no,no,0,96,93,75,4,2
OR,135,415,377-1293,no,no,0,66,116,112,2,5
SC,109,415,388-6479,no,yes,46,123,84,99,3,4
IL,107,415,390-2755,no,yes,14,132,91,74,8,1
OH,149,408,340-5930,no,no,0,108,96,87,3,2
MA,56,510,401-3622,no,no,0,95,116,133,4,1
OR,129,408,382-1104,no,no,0,99,62,123,4,0
CA,92,408,355-9324,no,no,0,118,95,116,3,0
WV,67,415,393-4843,no,yes,30,107,104,93,5,1
VT,120,415,401-4052,no,no,0,106,98,80,7,0
ID,166,415,385-1830,no,no,0,106,118,102,9,1
OR,66,408,348-7409,no,no,0,76,111,125,5,1
GA,76,408,361-4910,no,no,0,61,127,97,3,0
ME,79,415,415-6578,no,no,0,110,121,157,3,2
HI,98,415,395-5015,no,yes,31,112,100,121,4,2
AZ,141,510,369-6012,no,yes,22,123,98,89,6,1
UT,49,415,394-4520,no,no,0,90,117,98,2,2
IA,46,510,380-5873,no,no,0,111,83,84,2,3
CT,137,415,372-5384,no,no,0,130,83,61,4,3
WA,171,408,419-1863,no,no,0,69,112,111,5,1
VA,10,415,352-5697,no,no,0,127,125,80,4,1
CO,88,510,373-4274,no,no,0,78,114,110,2,3
LA,89,415,382-4024,no,no,0,92,126,73,2,2
TX,82,415,395-9215,no,no,0,81,117,83,5,3
SD,139,510,331-9149,no,no,0,135,146,92,1,3
VA,87,415,347-3958,no,no,0,119,107,114,4,0
NY,137,415,389-2540,yes,no,0,123,115,98,3,2
WA,45,510,399-3083,no,no,0,106,110,111,5,1
WI,90,415,420-8308,no,no,0,92,91,98,7,1
TN,103,415,384-7724,no,no,0,123,87,96,2,1
CT,100,415,389-2114,no,no,0,130,69,122,1,2
WA,110,510,335-4414,no,no,0,100,88,104,4,3
NH,124,415,370-5361,no,no,0,113,104,69,2,2
MT,10,510,374-5965,no,no,0,103,77,73,6,2
NE,89,415,420-6414,no,yes,29,80,136,147,5,2
WA,121,408,392-2708,no,no,0,98,96,114,2,2
WI,101,415,352-7234,no,no,0,102,93,86,3,3
AR,103,415,337-9878,no,yes,31,105,126,110,4,2
WI,51,408,350-7288,no,no,0,60,64,134,5,1
DE,2,415,415-8448,yes,no,0,42,88,119,1,2
NH,111,510,392-6331,no,no,0,117,128,101,11,0
VA,118,415,392-3315,no,no,0,112,105,102,5,2
TN,17,510,382-5401,no,yes,31,115,59,102,1,6
VA,130,408,389-7012,no,no,0,119,120,80,9,2
ID,193,415,411-4714,no,no,0,92,103,115,5,2
TN,114,510,343-3846,no,no,0,145,101,100,9,1
AZ,137,415,370-4395,no,no,0,91,100,75,7,2
MT,185,408,422-4394,no,yes,29,121,88,91,2,2
OK,101,408,405-1780,no,no,0,107,96,85,2,3
ID,95,415,393-2220,no,yes,32,109,91,90,4,3
NV,7,408,355-8299,no,yes,30,114,116,105,12,1
KS,126,408,379-8681,no,no,0,99,93,106,4,1
WY,71,415,409-7034,no,no,0,124,90,129,2,0
MS,124,415,358-1922,no,no,0,85,98,71,6,3
WY,97,510,346-1629,yes,no,0,107,105,120,2,0
TX,28,415,347-1870,no,no,0,79,131,116,3,2
WA,90,415,374-9576,yes,no,0,96,111,97,1,4
HI,190,408,380-1096,no,no,0,86,129,73,1,1
IL,31,415,396-5790,no,yes,28,101,86,125,2,1
AK,52,415,356-5244,no,yes,24,71,80,124,5,2
MD,73,510,341-1412,no,no,0,80,79,60,8,0
MA,111,415,387-7371,no,no,0,89,113,91,8,0
SD,98,415,392-2555,no,no,0,0,130,88,1,4
PA,106,408,403-9167,yes,no,0,45,107,89,2,1
NC,111,408,338-6550,no,no,0,117,127,97,3,0
VT,59,408,357-5801,no,no,0,98,92,86,5,1
KY,71,510,403-1953,no,yes,22,107,105,99,3,2
WA,55,408,357-6039,no,no,0,124,106,140,7,0
LA,13,415,388-9653,no,no,0,121,64,115,5,1
WA,136,415,359-2915,no,yes,16,105,109,115,4,0
ME,123,408,381-4562,no,no,0,91,123,102,3,0
WI,105,408,406-2213,no,no,0,103,78,102,3,2
TX,50,408,330-6436,no,yes,31,93,119,103,14,3
IA,118,415,332-4289,no,no,0,120,103,90,4,1
AZ,97,408,386-3596,no,no,0,84,86,83,6,3
ND,51,510,337-3740,no,no,0,89,106,126,2,0
VT,73,415,414-1496,no,no,0,91,97,89,6,1
HI,35,415,349-7291,no,no,0,102,115,100,8,2
WY,64,415,385-1985,no,no,0,76,76,96,2,1
WV,63,510,329-7102,no,no,0,122,62,121,2,3
OK,117,415,394-2553,no,yes,31,115,125,104,6,3
CT,115,415,339-1330,no,no,0,97,75,124,8,1
UT,162,408,398-1959,no,no,0,118,95,82,3,1
NY,89,415,408-7015,no,no,0,66,104,116,1,3
VA,94,415,384-9254,yes,no,0,131,107,93,4,1
VT,129,408,355-9475,no,no,0,127,96,63,6,4
SD,86,415,334-1337,no,no,0,75,109,143,9,1
PA,96,510,359-1441,no,no,0,125,139,133,2,1
ND,190,415,391-5442,no,no,0,102,113,93,5,1
CT,80,408,374-1551,no,no,0,90,77,86,6,1
SC,108,415,399-6233,no,no,0,105,110,93,4,4
MI,97,408,337-4749,no,yes,32,129,97,95,7,0
VT,84,415,403-5552,no,yes,42,112,107,117,10,0
OH,65,415,405-3097,no,no,0,139,113,117,5,4
VT,131,415,364-9240,no,yes,34,134,95,120,10,1
IL,58,415,404-9348,yes,yes,43,96,100,105,4,1
MO,36,415,336-1462,no,no,0,115,115,127,2,3
WI,54,415,364-8981,no,no,0,119,123,101,2,1
NJ,45,510,412-7606,no,no,0,110,103,98,1,1
GA,125,415,380-6342,no,yes,39,107,110,107,4,2
VT,72,415,418-3017,no,yes,21,113,83,118,2,2
CT,141,408,367-3648,no,no,0,108,83,115,3,3
AZ,113,510,341-5892,no,no,0,116,124,113,3,0
SD,20,415,334-4678,no,yes,35,98,127,125,3,0
CT,212,415,366-6751,no,no,0,96,80,102,3,1
IN,99,415,397-8512,yes,no,0,127,92,99,6,4
OH,94,510,367-9495,no,no,0,62,54,115,4,1
NY,40,510,379-2991,no,no,0,105,113,91,6,1
NE,86,510,356-4832,no,yes,29,118,136,109,5,3
OK,101,415,413-4040,no,no,0,85,86,107,15,3
NC,170,415,366-4444,no,no,0,107,124,95,8,0
HI,105,510,394-3806,no,no,0,121,89,82,4,1
UT,103,415,368-5647,no,no,0,110,83,103,4,0
MD,140,415,412-1076,yes,yes,27,124,102,100,5,4
VT,101,510,413-7655,no,no,0,0,119,95,4,1
TX,98,408,371-2316,no,yes,19,87,97,84,4,1
AZ,104,408,420-3346,no,no,0,116,112,94,2,4
VA,115,415,367-3971,no,no,0,90,75,114,0,3
WI,112,408,417-5813,no,no,0,88,81,108,4,0
NE,70,415,421-8535,no,no,0,86,77,101,4,1
KY,126,510,375-1721,no,no,0,120,71,93,1,0
NV,87,510,331-8484,no,yes,39,113,63,88,1,3
MT,125,510,366-5829,no,no,0,80,94,135,7,4
MO,86,415,367-7906,no,no,0,139,93,110,8,1
MS,73,415,412-2520,no,yes,31,105,91,98,2,6
NM,232,408,386-9177,no,no,0,104,115,77,3,1
NJ,1,415,420-6780,no,yes,30,95,110,110,2,0
NH,133,408,401-1454,no,no,0,91,94,78,5,1
NC,103,510,379-2508,no,no,0,84,91,115,6,1
MT,131,415,353-3492,no,yes,24,60,78,121,4,1
SD,95,408,406-4840,no,yes,20,78,94,91,6,0
VA,182,415,391-7982,no,no,0,90,106,134,4,1
LA,99,510,379-9821,no,no,0,89,95,114,1,0
NV,27,510,398-7414,no,no,0,121,92,106,3,3
AK,141,408,338-8566,no,no,0,74,104,79,7,1
OH,29,415,397-3058,yes,yes,37,101,79,106,7,2
NM,65,415,389-8096,no,no,0,95,100,105,12,2
MI,81,415,393-6840,yes,no,0,68,98,97,3,3
MN,37,415,360-7404,no,yes,20,81,110,102,7,0
WY,107,510,411-5740,no,yes,31,45,70,109,1,1
WY,127,415,412-3726,yes,yes,28,117,131,132,3,1
WA,78,408,372-7326,no,no,0,77,114,107,5,0
NM,55,510,338-9873,no,no,0,148,96,113,2,2
VA,86,415,383-4322,no,yes,30,84,125,90,7,2
RI,176,415,401-7654,no,no,0,108,100,85,6,2
AL,96,415,410-5455,yes,no,0,117,120,95,5,2
WV,11,510,419-4310,no,yes,38,130,84,79,7,1
WV,48,415,367-2056,no,yes,34,70,121,71,4,1
NJ,127,510,363-6695,no,no,0,107,121,110,5,1
TN,63,415,374-6217,no,no,0,75,118,97,2,0
MI,79,510,337-9569,no,no,0,107,97,74,2,1
UT,47,408,350-9720,no,yes,37,150,97,112,6,2
IL,89,415,380-4080,yes,yes,19,114,132,116,2,0
MI,83,510,333-7460,no,yes,26,117,97,82,7,1
WI,126,415,378-3722,yes,yes,34,118,105,136,6,4
ND,60,510,353-9339,no,no,0,99,131,112,6,2
VT,122,415,386-6535,no,no,0,115,137,110,4,0
WA,136,408,403-5575,no,no,0,97,85,99,10,1
NC,172,408,331-5962,no,yes,47,102,118,123,2,1
ME,102,510,390-9627,no,no,0,116,87,73,3,1
SD,113,415,406-4560,yes,no,0,82,115,97,7,1
WV,79,415,359-6931,no,no,0,99,82,82,4,3
ID,55,510,331-7342,no,yes,8,104,94,114,2,1
LA,111,415,367-2227,no,yes,28,104,52,76,2,2
GA,160,415,335-8836,no,no,0,105,107,131,2,0
FL,110,415,398-6703,no,no,0,110,140,86,3,4
CO,192,415,370-8379,no,no,0,101,50,83,6,4
NV,93,408,335-3880,no,no,0,100,103,88,9,0
IN,101,415,375-8761,no,yes,33,137,94,113,2,2
VA,77,510,367-1398,no,no,0,136,115,73,3,2
UT,105,415,395-7857,no,yes,40,111,110,115,3,2
UT,133,408,398-8745,no,yes,44,80,113,87,7,2
MO,131,408,386-3717,no,no,0,95,48,108,7,1
CT,106,510,330-1175,no,yes,33,120,85,113,4,1
HI,118,415,418-6752,no,no,0,113,92,129,4,1
MD,125,408,349-6464,no,no,0,94,83,114,4,1
VA,95,415,366-7331,no,no,0,88,68,104,8,0
MT,80,415,361-8288,no,no,0,160,87,76,3,3
SC,145,408,377-6635,no,no,0,78,106,90,6,0
CO,37,408,408-1513,no,no,0,107,110,123,4,2
ID,87,415,370-7546,no,no,0,93,68,77,6,1
AL,69,415,389-4278,no,no,0,85,100,94,5,3
CO,83,510,379-3012,no,no,0,120,101,84,2,1
